Publication Title,Publication Year,CTA,Stakeholders,Query,Title,URL,Snippet,Source Date
Heritable Human Genome Editing,2023,"Recommendation 7: Research should continue into the development of methods to produce functional human gametes from cultured stem cells. The ability to generate large numbers of such stem cell–derived gametes would provide a further option for prospective parents to avoid the inheritance of disease through the effi­ cient production, testing, and selection of embryos without the disease- causing genotype. However, the use of such in vitro–derived gametes in reproductive medicine raises distinct medical, ethical, and societal issues that must be carefully evaluated, and such gametes without genome editing would need to be approved for use in assisted reproductive technology before they could be considered for clinical use of heritable human genome editing.","Researchers (stem cell biologists, reproductive endocrinologists, geneticists)
   Funding agencies (NIH, state-level research grants)
   Patients and prospective parents (especially those with inheritable diseases)
   Bioethicists and ethicists
   Regulatory bodies (FDA in the US, WHO internationally)
   Assisted Reproductive Technology (ART) clinics
   Pharmaceutical companies (developing related technologies)
   Legal scholars/lawmakers (addressing liability and legal issues)",site:hhs.gov in vitro gametes genome editing assisted reproductive technology approval,International Compilation of Human Research Standards 2017 Edition,https://www.hhs.gov/ohrp/sites/default/files/internationalcomp2017-part1.pdf,"Assisted Reproduction, Law No. 40, Article 13 (2004). Latvia. For an overview ... Genetics and Gene Technology in the. Health Care: State of the Art and.",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:hhs.gov genome editing ethics policy international,"International Compilation of Human Research Standards, 2024 ...",https://www.hhs.gov/sites/default/files/ohrp-international-compilation-intl-orgs-2024.pdf,"authorities, legal counsel, and/or research ethics committees before commencing research activities. ... ▫ Human Genome Editing, Recommendations: https ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:hhs.gov genome editing ethics policy international,International Compilation of Human Research Standards 2021 ...,https://www.hhs.gov/sites/default/files/ohrp-international-compilation-2021-asia.pdf,https://nhmrc.gov.au/research-policy/ethics/national-statement-ethical-conduct-human-research ... ▫ Genome editing technology: https://www.lifescience ...,
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:hhs.gov genome editing ethics policy international,"International Compilation of Human Research Standards, 2024 Edition",https://www.hhs.gov/sites/default/files/ohrp-international-compilation-human-research-standards-2024.pdf,"Jun 20, 2024 ... https://nhmrc.gov.au/research-policy/ethics/national-statement-ethical-conduct-human-research ... ▫ Genome editing technology: https://www ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:hhs.gov genome editing ethics policy international,Assistance Listing | HHS TAGGS,https://taggs.hhs.gov/Detail/CFDADetail?arg_CFDA_Num=93172,"The Ethics of Engagement in Patient-Focused Drug Development for Rare Diseases ... HUMAN GENOME ORGANIZATION INTERNATIONAL, INC. State: CT. Award ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:hhs.gov genome editing ethics policy international,International Compilation of Human Research Standards 2024 Edition,https://www.hhs.gov/sites/default/files/ohrp-international-compilation-asia-pacific-2024.pdf,"Jun 20, 2024 ... https://nhmrc.gov.au/research-policy/ethics/national-statement-ethical-conduct-human-research ... ▫ Genome editing technology: https://www ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:who.int human genome editing governance recommendations clinical trials,WHO issues new recommendations on human genome editing for ...,https://www.who.int/news/item/12-07-2021-who-issues-new-recommendations-on-human-genome-editing-for-the-advancement-of-public-health,"Jul 12, 2021 ... ... clinical trials using human genome editing technologies of concern ... Reports launch – Human Genome Editing: A Framework for Governance and ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:who.int human genome editing governance recommendations clinical trials,Human Genome Editing: As we explore options for global ...,https://www.who.int/news/item/08-11-2019-human-genome-editing-as-we-explore-options-for-global-governance-caution-must-be-our-watchword,"Nov 8, 2019 ... ... recommendations on appropriate governance mechanisms. The Committee is comprised of eighteen members coming from all parts of the world ...",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:who.int human genome editing governance recommendations clinical trials,Human Genome Editing: recommendations,https://iris.who.int/bitstream/handle/10665/342486/9789240030381-eng.pdf,The governance framework and the recommendations on human genome editing form a pair of reports ... standards for clinical trials involving human genome editing ...,
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:who.int human genome editing governance recommendations clinical trials,Human genome editing,https://www.who.int/health-topics/human-genome-editing,"... clinical trials, the ... In July 2021, the Committee published a governance framework for human genome editing and recommendations on human genome editing.",
Heritable Human Genome Editing,2023,Recommendation 8: Any country in which the clinical use of heritable human genome editing (HHGE) is being considered should have mechanisms and competent regulatory bodies to ensure that all of the following conditions are met: [List of conditions for HHGE clinical use].,"Researchers & Scientists: Those developing and implementing HHGE technologies.
   Clinicians & Healthcare Providers: Those offering or considering offering HHGE treatments.
   Patients & Families: Those who might be affected by HHGE, either directly or indirectly.
   Regulatory Bodies & Governments: Those responsible for overseeing and regulating HHGE.
   Bioethics Committees & Experts: Those providing ethical guidance and oversight.
   Scientific Journals & Publishers: Those disseminating research findings related to HHGE.
   International Organizations (e.g., WHO): Those coordinating global efforts on HHGE governance.
   General Public: The broader society who will be impacted by policy.",site:who.int human genome editing governance recommendations clinical trials,WHO expert advisory committee on developing global standards for ...,https://www.who.int/publications/i/item/WHO-SCI-RFH-2019-02,"Sep 16, 2019 ... ... governance mechanisms for human genome editing. During the course of ... Clinical Trials Registry Platform; and responsible scientific ...",
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nytimes.com human genome editing ethics regulation,Opinion | Kara Swisher and Dr. Jennifer Doudna on CRISPR and Its ...,https://www.nytimes.com/2020/10/22/opinion/sway-kara-swisher-jennifer-doudna.html,"Oct 22, 2020 ... But before we get to the complex ethics of playing God, we started with the basics. ... regulation and guidelines. And it's an ongoing ...",2020-10-22
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nih.gov genome editing international collaboration safety efficacy,Comprehensive review of CRISPR-based gene editing ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC10775503/,"Jan 9, 2024 ... The discovery of CRISPR technology in 2012 marked a significant milestone in the field of genome editing [4]. ... safety, efficacy, and potential ...",
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nih.gov genome editing international collaboration safety efficacy,Advancing life: innovative approaches to enhance survival in sickle ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC11444627/,"Sep 4, 2024 ... ... safety, efficacy, and long-term outcomes. If successful, gene ... Encourage international collaboration on large-scale research ...",
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nih.gov genome editing international collaboration safety efficacy,Ethics parallel research: an approach for (early) ethical guidance of ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC7461257/,"Sep 1, 2020 ... The problem is wicked, as there is fundamental disagreement about whether the aim of germline genome editing ... international collaboration is ...",
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nih.gov genome editing international collaboration safety efficacy,The Role of CRISPR/Cas9 in Revolutionizing Duchenne's Muscular ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC11489040/,4 Recent advancements have demonstrated the feasibility of CRISPR/Cas9-mediated exon skipping and other genome-editing ... International collaboration and ...,
Heritable Human Genome Editing,2023,"Recommendation 9: An International Scientific Advisory Panel (ISAP) should be established with clear roles and responsibilities before any clinical use of heritable human genome editing (HHGE). The ISAP should have a diverse, multidisciplinary membership and should include independent experts who can assess scientific evidence of safety and efficacy of both genome editing and associated assisted reproductive technologies. The ISAP should: • provide regular updates on advances in, and the evaluation of, the technologies that HHGE would depend on and recommend further research developments that would be required to reach technical or translational milestones; • assess whether preclinical requirements have been met for any circumstances in which HHGE may be considered for clinical use; • review data on clinical outcomes from any regulated uses of HHGE and advise on the scientific and clinical risks and potential benefits of possible further applications; and • provide input and advice on any responsible translational pathway to the international body described in Recommendation 10, as well as at the request of national regulators.","International Scientific Community: Researchers, scientists, and ethicists involved in genome editing and reproductive technologies.
   National Regulatory Bodies: Government agencies responsible for regulating human genome editing within their respective countries (e.g., FDA in the US).
   International Organizations: World Health Organization (WHO), UNESCO, organizations involved in global health policy and bioethics.
   Patients and Patient Advocacy Groups: Individuals and groups potentially impacted by heritable human genome editing.
   Healthcare Providers: Physicians, genetic counselors, and other healthcare professionals who may be involved in the clinical application of HHGE.
   Funding Agencies: Organizations that provide financial support for research on genome editing.
   General Public: The public at large, who may have concerns about the ethical and societal implications of HHGE.",site:nih.gov genome editing international collaboration safety efficacy,Health horizons: Future trends and technologies from the European ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC9772004/,"As of March 2022, there are no medicinal products authorized in the EU which employ genome editing. However, more than 60 companies are developing medicines ...",
